T,Euribor1Y,HICP,CORE,IPI,EXRATE,NFCRATE,VOL,M3,GDP,LP,UNRATE
2013.6666666666667,0.5434,4.60176439285326,4.58853254483507,4.59952190396268,4.67337019057651,2.61,18.8091842105263,16.1049067586215,14.8341769195532,4.58675520841605,12.1423
2013.75,0.541,4.5999566189352,4.58853254483507,4.59642752294794,4.6817069910524,2.73,18.0753952380952,16.1058147484315,,,12.0762
2013.8333333333335,0.5064,4.60005713660127,4.58995502018161,4.60260673931389,4.68031447407612,2.75,15.7947368421053,16.106559059659,,,12.065
2013.9166666666667,0.5425,4.60206537103461,4.59056403359873,4.60363290666921,4.69358566215551,2.69,20.52356875,16.1012190387019,14.8366410819433,4.58579618015777,12.0043
2014.0,0.5621,4.60276730137178,4.5913754749659,4.6005512401318,4.69370470525615,2.71,18.83842,16.1054643104083,,,12.0516
2014.0833333333335,0.549,4.60356890462112,4.59289515511248,4.60157951785736,4.69763379058406,2.7,18.2709388888889,16.1077173825529,,,12.0159
2014.1666666666667,0.5773,4.6032683786985,4.59350238112041,4.59849150716879,4.70801807503697,2.74,20.8945210526316,16.1072216426464,14.8408371240311,4.58898937073693,11.939
2014.25,0.604,4.60356890462112,4.59410923862867,4.60465802208445,4.70467583504598,2.69,17.8223611111111,16.1060043448524,,,11.8275
2014.3333333333335,0.5923,4.60266705576997,4.59340120238809,4.5922867302819,4.69640954451592,2.65,15.6187210526316,16.112237324424,,,11.756
2014.4166666666667,0.5127,4.60346873934833,4.59410923862867,4.59746004756212,4.68832067797249,2.53,14.4426052631579,16.1154453419901,14.8433711078162,4.59121855270139,11.6013
2014.5,0.4875,4.60346873934833,4.59421034575175,4.60157951785736,4.68397768000988,2.49,15.8582428571429,16.118828382445,,,11.6719
2014.5833333333335,0.4691,4.60396946541157,4.59572572716009,4.58395334872276,4.67855752259918,2.35,18.5843315789474,16.1230656798782,,,11.5521
2014.6666666666667,0.3623,4.60507018098776,4.59623034441862,4.59435926988388,4.66302350555659,2.33,17.517505,16.1279118143956,14.8481471118646,4.59397162517301,11.6099
2014.75,0.3376,4.60386934025504,4.59592760462116,4.59539393112465,4.65767606138263,2.27,23.5137571428571,16.1305250845132,,,11.6299
2014.8333333333335,0.3347,4.60316818331742,4.5970372027579,4.58916984464165,4.65825713814313,2.23,20.5325111111111,16.1364188511083,,,11.6527
2014.9166666666667,0.3285,4.60035862899087,4.59794414089635,4.60260673931389,4.66638532484941,2.15,26.1973705882353,16.1502333579742,14.8521912462998,4.59397162517301,11.4755
2015.0,0.2982,4.59885025724327,4.60055957343041,4.59746004756212,4.62748383170722,2.11,26.7230894736842,16.1578400731059,,,11.3879
